age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome
31,blue-collar,married,secondary,no,1716,yes,no,cellular,13,apr,542,2,340,2,other
19,student,single,primary,no,103,no,no,cellular,18,jan,177,2,95,4,failure
32,management,married,tertiary,no,958,yes,no,telephone,17,jul,151,1,-1,0,
40,admin.,married,secondary,no,67,no,yes,,20,jun,70,5,-1,0,
46,technician,divorced,tertiary,no,147,yes,no,cellular,12,may,189,1,-1,0,
35,blue-collar,married,secondary,no,257,yes,no,cellular,14,may,186,1,-1,0,
34,student,single,tertiary,no,873,yes,no,cellular,7,aug,267,2,-1,0,
54,technician,married,secondary,no,0,no,no,telephone,16,nov,986,1,94,8,failure
55,blue-collar,married,secondary,no,212,yes,no,,19,may,324,2,-1,0,
58,retired,divorced,primary,no,593,no,yes,,9,jun,204,2,-1,0,
46,blue-collar,married,primary,no,346,yes,no,,15,may,402,1,-1,0,
40,blue-collar,married,secondary,no,0,yes,no,,6,may,225,1,-1,0,
36,management,married,tertiary,no,867,no,no,cellular,14,aug,159,2,-1,0,
47,blue-collar,married,primary,no,468,no,no,cellular,21,aug,381,7,-1,0,
32,management,single,tertiary,no,146,no,no,cellular,19,aug,162,2,-1,0,
36,admin.,single,secondary,no,16,no,no,,16,jun,119,2,-1,0,
59,management,married,tertiary,no,2365,no,yes,cellular,29,jan,36,1,188,4,failure
37,unemployed,single,primary,no,1648,yes,no,,5,jun,166,2,-1,0,
43,management,divorced,tertiary,no,187,no,no,cellular,5,aug,175,1,-1,0,
37,technician,married,secondary,no,5287,yes,yes,cellular,11,aug,209,2,-1,0,
33,management,married,tertiary,no,594,yes,yes,cellular,9,feb,21,5,-1,0,
37,management,married,tertiary,no,347,yes,no,cellular,22,jul,282,1,-1,0,
31,entrepreneur,married,tertiary,no,79,yes,no,,18,oct,558,1,-1,0,
70,retired,married,secondary,no,1310,no,no,cellular,14,apr,318,1,181,1,failure
39,technician,married,secondary,no,625,yes,no,cellular,17,apr,185,1,317,2,failure
32,blue-collar,single,secondary,no,116,no,no,,14,may,392,1,-1,0,
36,management,married,tertiary,no,82,no,no,cellular,2,feb,124,1,178,4,success
40,blue-collar,married,secondary,no,339,yes,no,,14,may,234,2,-1,0,
35,technician,married,tertiary,no,4,yes,no,cellular,14,may,88,1,-1,0,
25,management,married,tertiary,no,3,yes,yes,cellular,21,jul,690,3,-1,0,
56,technician,married,secondary,no,76,yes,no,cellular,28,jul,93,3,-1,0,
37,entrepreneur,single,tertiary,no,108,no,no,,11,jun,157,6,-1,0,
67,retired,divorced,primary,no,1746,no,no,cellular,5,aug,134,1,-1,0,
35,services,single,secondary,no,511,yes,yes,,23,may,472,1,-1,0,
50,management,married,tertiary,no,3296,no,no,,18,jun,255,2,-1,0,
28,services,single,tertiary,no,2938,yes,no,cellular,23,jul,184,2,-1,0,
44,technician,divorced,secondary,no,414,yes,yes,,6,jun,81,2,-1,0,
30,management,single,tertiary,no,82,no,no,cellular,9,feb,48,3,-1,0,
37,admin.,married,secondary,no,147,yes,no,cellular,7,jul,25,30,-1,0,
51,technician,married,tertiary,no,5059,yes,no,cellular,31,jul,189,2,-1,0,
38,technician,married,secondary,no,2264,yes,no,cellular,17,apr,204,1,-1,0,
32,services,single,tertiary,no,1743,yes,no,cellular,1,apr,1156,1,261,3,other
55,blue-collar,married,secondary,no,2854,yes,no,cellular,7,may,312,1,-1,0,
31,admin.,married,secondary,no,89,no,no,,7,may,297,3,-1,0,
60,technician,married,secondary,no,591,no,no,telephone,23,jul,248,2,-1,0,
42,self-employed,married,tertiary,no,1430,yes,yes,,20,jun,16,3,-1,0,
34,blue-collar,married,secondary,no,615,yes,no,,7,may,225,2,-1,0,
27,admin.,single,secondary,no,585,no,no,,3,jul,269,3,-1,0,
41,blue-collar,married,secondary,no,-217,yes,no,cellular,11,may,313,1,349,3,other
30,services,married,secondary,no,7032,no,no,cellular,17,jul,102,1,-1,0,
31,services,single,secondary,no,516,yes,no,,13,may,271,2,-1,0,
40,blue-collar,married,secondary,no,6767,yes,no,cellular,11,may,431,1,172,2,failure
59,management,married,primary,no,3831,no,no,telephone,30,jul,87,4,-1,0,
56,management,single,tertiary,no,545,yes,no,cellular,29,jan,86,1,-1,0,
31,technician,single,tertiary,no,336,no,no,cellular,22,aug,661,1,-1,0,
35,housemaid,married,tertiary,no,2880,no,no,cellular,29,jan,42,1,-1,0,
55,blue-collar,married,,no,6134,no,no,cellular,6,aug,127,2,-1,0,
29,admin.,married,secondary,no,5605,yes,no,,28,may,117,2,-1,0,
26,blue-collar,single,secondary,no,100,yes,no,,9,may,24,1,-1,0,
52,,married,,no,1571,no,no,cellular,4,aug,164,1,-1,0,
29,services,married,secondary,no,249,yes,no,cellular,16,jul,346,2,-1,0,
52,management,single,tertiary,no,824,no,no,cellular,8,may,466,1,354,2,failure
43,blue-collar,married,secondary,no,1335,yes,no,,6,may,371,2,-1,0,
32,services,single,secondary,no,124,yes,no,cellular,6,feb,202,3,9,5,other
33,blue-collar,married,secondary,no,681,yes,yes,cellular,21,jul,357,1,-1,0,
28,housemaid,married,secondary,yes,65,yes,yes,cellular,13,may,165,1,300,1,failure
23,blue-collar,single,secondary,no,5145,yes,no,,30,may,229,3,-1,0,
28,unemployed,married,secondary,no,863,yes,yes,,27,may,355,1,-1,0,
37,blue-collar,divorced,secondary,yes,-689,no,no,,18,jun,15,1,-1,0,
31,management,married,tertiary,no,1215,no,no,cellular,25,jul,80,2,-1,0,
38,blue-collar,married,secondary,no,1403,no,no,,19,jun,146,2,-1,0,
47,services,married,primary,no,1496,yes,no,,16,may,211,2,-1,0,
36,self-employed,married,tertiary,no,4515,yes,no,,17,jun,408,2,-1,0,
46,technician,divorced,secondary,no,129,no,no,,25,jun,75,2,-1,0,
34,blue-collar,single,primary,no,464,yes,no,cellular,18,may,173,1,299,2,other
41,admin.,married,secondary,no,5110,yes,no,cellular,13,apr,231,1,-1,0,
52,technician,married,secondary,no,963,yes,no,,29,may,74,2,-1,0,
40,services,single,secondary,no,-27,no,yes,,1,jul,221,1,-1,0,
33,management,married,tertiary,no,644,no,no,cellular,11,aug,99,2,-1,0,
60,management,married,tertiary,no,70,no,no,cellular,21,aug,36,1,-1,0,
30,blue-collar,married,secondary,no,2289,yes,yes,cellular,20,nov,133,1,-1,0,
34,blue-collar,single,tertiary,no,97,no,no,cellular,14,may,67,3,-1,0,
56,services,married,secondary,no,705,yes,no,,29,may,151,2,-1,0,
52,technician,divorced,secondary,no,144,yes,no,cellular,15,may,362,1,-1,0,
36,services,divorced,secondary,no,1594,no,no,,6,jun,250,3,-1,0,
29,technician,single,secondary,no,286,no,no,telephone,2,feb,70,2,-1,0,
40,blue-collar,married,primary,yes,-509,yes,no,,23,may,298,1,-1,0,
33,blue-collar,single,secondary,no,706,yes,no,cellular,7,apr,329,1,322,1,failure
37,blue-collar,married,secondary,no,198,yes,no,cellular,13,may,156,5,369,2,failure
41,blue-collar,married,primary,no,1052,yes,yes,,12,may,335,1,-1,0,
31,technician,single,tertiary,no,424,no,no,cellular,21,aug,93,2,-1,0,
26,services,single,secondary,no,397,no,no,cellular,29,jan,268,1,-1,0,
43,technician,single,tertiary,no,4243,yes,no,,23,may,30,10,-1,0,
31,entrepreneur,single,,no,301,yes,no,cellular,4,feb,371,1,-1,0,
37,admin.,single,secondary,no,796,yes,no,telephone,29,jan,143,3,-1,0,
32,admin.,single,tertiary,no,3816,yes,no,cellular,21,nov,53,3,-1,0,
30,self-employed,single,tertiary,no,663,no,no,cellular,4,aug,222,1,-1,0,
38,services,married,secondary,no,393,no,no,,18,jun,90,3,-1,0,
58,services,married,secondary,no,553,no,yes,telephone,17,jul,109,3,-1,0,
57,blue-collar,married,secondary,no,297,no,yes,telephone,28,jan,120,2,154,16,failure
51,management,single,,no,-461,yes,no,,28,may,33,2,-1,0,
31,admin.,married,secondary,no,223,no,no,cellular,6,may,297,1,-1,0,
32,blue-collar,married,secondary,no,-39,yes,no,cellular,18,may,104,2,-1,0,
39,admin.,married,secondary,no,260,yes,no,cellular,17,apr,146,1,281,1,failure
47,blue-collar,married,primary,no,17,no,no,cellular,8,aug,121,2,-1,0,
35,technician,single,secondary,no,2144,yes,no,cellular,30,jan,146,2,262,2,failure
65,retired,married,secondary,no,3409,no,no,cellular,15,feb,92,2,-1,0,
34,self-employed,single,secondary,no,360,yes,no,cellular,7,dec,371,1,-1,0,
52,management,married,tertiary,no,1111,no,no,,5,jun,17,1,-1,0,
24,blue-collar,single,secondary,no,476,yes,no,,4,jun,161,1,-1,0,
22,student,single,secondary,no,148,no,no,cellular,2,feb,928,1,-1,0,
41,admin.,married,secondary,no,0,yes,no,,9,jun,65,3,-1,0,
56,services,divorced,secondary,no,140,no,no,cellular,10,jul,173,1,-1,0,
48,services,divorced,secondary,no,4906,yes,no,cellular,20,nov,200,1,190,1,failure
37,technician,married,secondary,no,5902,yes,no,cellular,19,nov,191,1,180,4,failure
32,admin.,divorced,secondary,no,0,no,no,cellular,10,jul,212,1,-1,0,
44,blue-collar,married,secondary,no,841,no,no,cellular,28,jul,504,4,-1,0,
51,management,divorced,tertiary,no,1937,yes,no,cellular,18,nov,185,4,152,11,other
30,admin.,married,primary,no,9,yes,yes,cellular,16,apr,323,1,-1,0,
32,admin.,married,secondary,no,280,yes,no,cellular,18,jul,59,4,-1,0,
37,self-employed,divorced,secondary,no,231,no,no,,6,jun,250,1,-1,0,
51,admin.,married,secondary,no,2967,no,no,,17,jun,83,2,-1,0,
36,management,married,tertiary,no,322,yes,no,cellular,22,jul,485,1,-1,0,
42,management,married,tertiary,no,202,no,no,,6,jun,136,1,-1,0,
34,technician,single,tertiary,no,2283,no,no,cellular,20,nov,790,1,-1,0,
32,technician,single,tertiary,no,1527,yes,no,cellular,9,feb,172,1,92,3,failure
30,services,single,secondary,no,117,no,no,cellular,28,jan,135,1,-1,0,
53,services,divorced,,no,1012,yes,no,cellular,28,jul,332,2,-1,0,
56,housemaid,married,primary,no,871,no,no,telephone,25,jul,149,1,-1,0,
50,technician,married,tertiary,no,247,no,no,,23,may,173,1,-1,0,
49,services,divorced,secondary,no,470,yes,no,,9,may,659,2,-1,0,
33,services,single,secondary,no,358,yes,no,cellular,7,may,302,1,356,3,failure
43,admin.,divorced,secondary,no,3350,yes,yes,,29,may,488,1,-1,0,
37,unemployed,married,secondary,no,924,yes,no,cellular,9,feb,181,9,-1,0,
35,blue-collar,single,primary,no,337,yes,no,,9,may,127,1,-1,0,
47,blue-collar,divorced,secondary,no,25,yes,no,cellular,7,may,166,1,-1,0,
27,management,single,tertiary,no,118,yes,no,,9,may,132,3,-1,0,
55,management,married,tertiary,no,4649,yes,no,cellular,19,nov,277,4,-1,0,
35,blue-collar,divorced,secondary,no,286,yes,no,cellular,15,may,158,1,365,4,other
52,services,married,primary,no,911,no,no,,20,jun,29,2,-1,0,
29,blue-collar,single,secondary,no,114,yes,no,cellular,6,may,500,1,-1,0,
35,management,single,secondary,no,6809,yes,no,telephone,6,feb,139,8,273,7,failure
52,management,divorced,tertiary,no,-299,no,no,cellular,29,jul,110,2,-1,0,
36,technician,married,tertiary,no,62,no,no,cellular,21,nov,50,2,121,2,failure
24,student,single,secondary,no,1847,no,no,cellular,9,dec,390,1,-1,0,
38,unemployed,married,tertiary,no,201,no,no,cellular,4,feb,209,1,-1,0,
42,entrepreneur,married,tertiary,no,0,no,no,cellular,9,jul,236,1,-1,0,
43,blue-collar,single,secondary,no,9102,yes,no,cellular,19,nov,72,1,-1,0,
48,blue-collar,married,primary,no,1778,yes,no,telephone,8,may,267,3,-1,0,
55,management,divorced,tertiary,no,271,yes,no,cellular,9,apr,191,4,-1,0,
35,blue-collar,married,secondary,no,0,yes,no,,5,may,1056,1,-1,0,
60,housemaid,married,,no,2769,no,no,cellular,13,aug,96,2,-1,0,
47,self-employed,married,tertiary,no,917,no,no,cellular,6,feb,518,3,212,5,failure
43,unemployed,single,tertiary,no,408,no,no,cellular,14,jul,568,8,-1,0,
48,blue-collar,married,primary,no,574,no,no,cellular,5,aug,348,1,-1,0,
40,entrepreneur,divorced,tertiary,no,992,yes,no,cellular,31,jul,196,2,-1,0,
39,admin.,married,secondary,no,419,yes,yes,,8,may,35,1,-1,0,
39,self-employed,married,secondary,no,254,no,no,cellular,21,nov,292,3,-1,0,
41,admin.,married,secondary,no,542,yes,no,telephone,11,may,64,2,347,1,other
35,management,single,,no,343,no,no,cellular,29,jan,45,2,-1,0,
30,technician,single,secondary,yes,28,yes,no,cellular,15,may,778,5,301,1,failure
25,blue-collar,married,secondary,no,895,no,no,cellular,21,jul,317,3,-1,0,
35,services,single,secondary,no,0,no,no,cellular,18,nov,339,1,-1,0,
49,admin.,married,secondary,no,0,no,no,cellular,22,aug,115,2,-1,0,
29,self-employed,single,secondary,no,970,yes,no,cellular,13,may,240,1,-1,0,
46,technician,married,secondary,no,-408,yes,yes,telephone,7,may,138,4,286,1,other
41,housemaid,divorced,secondary,no,637,yes,yes,,11,jun,678,4,-1,0,
28,management,married,tertiary,no,577,yes,no,cellular,16,apr,152,1,-1,0,
30,services,single,secondary,no,9720,no,yes,cellular,20,nov,255,2,-1,0,
51,management,married,tertiary,no,1069,no,no,,20,jun,27,7,-1,0,
37,management,divorced,tertiary,yes,26,no,yes,cellular,21,nov,22,1,-1,0,
47,technician,divorced,secondary,no,691,no,no,cellular,14,aug,103,2,-1,0,
52,blue-collar,married,primary,no,1624,no,no,,20,jun,114,3,-1,0,
21,technician,single,secondary,no,519,no,no,,4,oct,5,1,-1,0,
52,admin.,married,primary,no,2255,yes,no,,30,may,178,2,-1,0,
31,management,single,tertiary,no,291,yes,no,cellular,15,may,48,1,-1,0,
30,admin.,single,secondary,no,110,no,no,cellular,28,jul,132,4,-1,0,
58,management,married,tertiary,no,211,no,no,,7,may,103,2,-1,0,
46,management,divorced,tertiary,no,461,no,no,cellular,10,mar,127,1,70,2,success
31,blue-collar,single,primary,no,660,yes,no,cellular,28,aug,207,3,478,2,failure
61,retired,married,primary,no,296,yes,yes,,3,jun,323,2,-1,0,
33,technician,married,secondary,no,3107,no,yes,cellular,7,aug,181,2,-1,0,
21,services,single,secondary,no,3033,yes,no,cellular,6,may,347,1,-1,0,
30,blue-collar,single,secondary,no,18,no,no,,9,may,395,1,-1,0,
73,retired,married,tertiary,no,448,no,no,cellular,22,jun,68,1,90,1,success
47,management,divorced,tertiary,no,428,yes,no,cellular,18,nov,116,1,167,1,other
44,blue-collar,married,secondary,no,-73,yes,no,,28,may,80,9,-1,0,
31,services,single,secondary,no,1510,yes,no,cellular,13,may,72,4,176,1,failure
36,technician,divorced,secondary,no,861,no,no,telephone,29,aug,140,2,-1,0,
57,retired,divorced,secondary,no,316,no,no,cellular,28,jan,935,2,-1,0,
52,management,married,secondary,no,4873,no,no,cellular,8,jul,99,9,-1,0,
33,management,married,tertiary,no,685,no,no,,17,nov,53,1,-1,0,
25,technician,single,secondary,no,173,yes,no,cellular,15,may,186,2,-1,0,
40,admin.,married,secondary,no,0,yes,no,cellular,15,may,13,8,366,7,other
30,management,single,secondary,no,3259,yes,no,cellular,23,jul,495,1,-1,0,
49,services,married,secondary,no,892,no,no,,14,may,102,2,-1,0,
59,blue-collar,married,secondary,no,176,no,no,cellular,29,jan,117,1,-1,0,
58,blue-collar,married,primary,no,0,no,no,cellular,26,aug,168,4,-1,0,
37,technician,married,tertiary,no,732,no,no,cellular,25,may,354,1,-1,0,
36,services,married,secondary,no,372,no,no,cellular,4,feb,94,1,-1,0,
31,services,single,secondary,no,887,no,no,cellular,30,jan,427,1,-1,0,
55,entrepreneur,married,secondary,no,5838,no,no,,17,jun,115,2,-1,0,
33,admin.,married,tertiary,no,0,yes,yes,cellular,4,feb,111,5,98,2,other
28,blue-collar,married,primary,no,46,yes,no,,27,may,205,3,-1,0,
38,services,married,secondary,no,43,yes,no,,4,jun,213,1,-1,0,
34,technician,single,secondary,no,0,no,no,cellular,19,aug,130,2,-1,0,
43,admin.,single,secondary,no,275,yes,no,,12,may,457,4,-1,0,
37,technician,married,secondary,no,430,no,no,cellular,27,aug,154,4,-1,0,
57,management,married,tertiary,no,3431,yes,no,,16,may,73,1,-1,0,
33,admin.,single,secondary,no,-281,yes,yes,cellular,20,nov,282,1,-1,0,
32,technician,married,secondary,no,641,yes,no,,21,may,336,1,-1,0,
45,management,single,tertiary,no,16,no,no,cellular,31,jul,59,2,-1,0,
36,management,married,tertiary,no,789,yes,yes,cellular,10,jul,80,1,-1,0,
41,admin.,married,tertiary,no,5426,yes,no,,14,may,149,2,-1,0,
43,unemployed,married,secondary,no,1943,yes,no,cellular,18,nov,202,2,-1,0,
50,entrepreneur,divorced,tertiary,no,315,no,no,cellular,12,jul,101,2,185,2,failure
37,admin.,single,secondary,no,0,no,no,cellular,23,oct,93,1,-1,0,
36,blue-collar,married,secondary,no,535,yes,no,cellular,8,may,121,1,343,3,failure
26,technician,single,secondary,no,544,yes,yes,,3,jun,56,5,-1,0,
29,technician,single,tertiary,no,68,yes,no,cellular,20,apr,658,1,-1,0,
30,management,divorced,tertiary,no,46,no,no,cellular,13,aug,382,3,-1,0,
28,admin.,single,secondary,no,19,no,no,cellular,8,jul,78,4,-1,0,
33,admin.,single,secondary,no,206,yes,no,cellular,15,mar,287,2,-1,0,
47,blue-collar,married,primary,no,521,yes,no,,13,may,262,1,-1,0,
37,services,divorced,secondary,no,490,yes,no,cellular,2,feb,73,1,-1,0,
32,services,married,secondary,no,132,yes,yes,,19,may,343,2,-1,0,
47,blue-collar,married,primary,no,4520,no,no,cellular,11,aug,356,2,-1,0,
37,blue-collar,divorced,secondary,yes,-54,yes,no,cellular,10,jul,573,6,-1,0,
35,technician,divorced,secondary,no,1085,no,no,cellular,27,aug,130,10,-1,0,
40,management,married,tertiary,no,0,no,no,cellular,14,jul,109,8,-1,0,
31,management,single,tertiary,no,0,no,no,cellular,25,aug,9,12,-1,0,
49,blue-collar,married,secondary,no,787,yes,no,,5,jun,280,1,-1,0,
32,services,married,primary,no,-109,yes,no,cellular,31,jul,77,5,-1,0,
26,blue-collar,single,secondary,no,179,no,no,cellular,30,jul,103,3,-1,0,
37,unemployed,divorced,secondary,no,74,yes,no,cellular,6,feb,120,1,275,1,failure
27,management,single,tertiary,yes,0,yes,no,,16,may,89,2,-1,0,
36,technician,married,secondary,no,0,no,no,cellular,2,apr,748,1,-1,0,
26,management,single,tertiary,no,33,no,yes,cellular,8,jul,253,1,-1,0,
42,blue-collar,divorced,secondary,no,47,yes,yes,,8,may,141,1,-1,0,
35,blue-collar,married,secondary,no,731,yes,no,cellular,20,apr,179,2,-1,0,
48,management,married,tertiary,no,4852,no,no,cellular,26,aug,41,11,-1,0,
51,management,married,,no,6482,yes,no,,19,may,182,2,-1,0,
32,management,single,secondary,no,249,yes,no,,2,jun,258,1,-1,0,
43,admin.,married,secondary,no,817,yes,yes,cellular,21,nov,51,1,-1,0,
33,technician,single,tertiary,no,0,no,no,cellular,22,aug,135,3,-1,0,
37,management,married,tertiary,no,115,no,no,cellular,19,aug,78,2,-1,0,
21,blue-collar,single,secondary,no,614,yes,no,,13,may,243,3,-1,0,
41,blue-collar,divorced,secondary,no,-224,yes,no,cellular,2,feb,108,2,-1,0,
42,housemaid,married,primary,no,83,no,yes,cellular,7,aug,184,1,-1,0,
48,self-employed,married,secondary,no,884,yes,no,cellular,31,jul,118,2,-1,0,
40,blue-collar,married,primary,no,1206,no,yes,telephone,16,jul,201,5,-1,0,
36,blue-collar,married,secondary,no,-173,yes,no,cellular,18,may,197,3,-1,0,
20,student,single,tertiary,no,79,yes,no,,14,may,168,3,-1,0,
48,housemaid,married,secondary,no,0,no,no,cellular,28,jul,330,5,-1,0,
45,management,single,secondary,no,142,no,yes,cellular,6,aug,99,4,-1,0,
29,self-employed,single,tertiary,no,415,no,no,cellular,29,jan,122,1,-1,0,
40,management,married,tertiary,no,713,no,no,cellular,6,aug,433,3,-1,0,
40,management,divorced,tertiary,no,492,no,yes,cellular,7,jul,125,2,-1,0,
32,admin.,single,secondary,no,314,no,yes,cellular,23,apr,91,4,156,1,other
41,technician,married,tertiary,no,91,no,yes,cellular,29,jul,204,3,-1,0,
45,blue-collar,married,secondary,no,751,no,no,cellular,11,aug,176,4,-1,0,
51,technician,divorced,secondary,no,2323,yes,yes,cellular,18,aug,151,10,-1,0,
54,blue-collar,married,primary,no,2440,no,yes,cellular,17,nov,334,1,-1,0,
49,technician,married,secondary,no,177,yes,yes,cellular,28,jan,90,1,204,1,failure
53,management,divorced,secondary,no,28,yes,no,cellular,6,may,135,2,289,1,failure
36,technician,married,secondary,no,632,yes,no,cellular,19,aug,306,2,-1,0,
30,technician,single,tertiary,no,1081,no,no,cellular,6,aug,377,2,-1,0,
40,management,married,secondary,no,8486,no,no,,6,may,260,3,-1,0,
48,entrepreneur,married,secondary,no,104,yes,yes,cellular,18,nov,55,1,-1,0,
47,admin.,single,primary,no,683,no,no,cellular,20,nov,101,1,-1,0,
42,technician,single,,no,2193,no,no,cellular,29,jul,305,2,-1,0,
37,services,divorced,primary,yes,-475,no,no,,20,jun,27,5,-1,0,
32,services,single,secondary,no,6857,no,no,cellular,2,feb,216,1,-1,0,
43,entrepreneur,divorced,tertiary,no,626,yes,no,cellular,28,jan,72,1,167,2,failure
29,admin.,divorced,secondary,no,1320,yes,yes,,8,may,489,1,-1,0,
29,blue-collar,single,secondary,no,1296,yes,yes,cellular,29,jan,275,1,240,1,other
58,retired,divorced,primary,no,2538,yes,no,cellular,31,jul,307,6,-1,0,
38,technician,single,tertiary,no,2350,no,no,cellular,30,jul,101,2,-1,0,
57,retired,married,secondary,no,523,no,yes,cellular,2,feb,49,6,-1,0,
42,technician,single,secondary,no,275,no,no,cellular,29,jul,522,3,-1,0,
40,blue-collar,single,primary,no,118,no,no,,23,feb,16,1,-1,0,
39,technician,single,tertiary,no,1674,no,no,cellular,15,may,12,10,178,1,failure
